UNIT	Side	Frame	level	Channel	LANENUM	PRODCODE	AframePacksize	WMSPacksize	DESCRIPT	CURRENTSTATUS	ProductCode-Packsize	CurrentNDC
1	B	9	1	29	1	I0161	100	1	INSULIN NPH HUMAN 100 UNIT/ML NOVOLIN N	EMPTY LANE	I0161-1	#N/A
2	A	1	1	0	1	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	1	1	1	2	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	1	1	2	1	F0001                         	3000	30	FAMOTIDINE 20MG TAB	NO ERROR	F0001-30	51407068330
2	A	1	1	3	3	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	1	1	4	4	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	1	1	5	1	C1527                         	10000	100	CALCIUM 200MG (CA CITRATE-950MG) TAB	NO ERROR	C1527-100	80681014000
2	A	1	1	6	1	D0511                         	6000	60	DOFETILIDE 250MCG CAP	NO ERROR	D0511-60	42291041260
2	A	1	1	7	1	C0325                         	4500	45	CYCLOBENZAPRINE HCL 10MG TAB	NO ERROR	C0325-45	42291015445
2	A	1	1	8	1	C1920                         	10000	100	CHOLECALCIF 125MCG (D3-5,000UNIT) CAP	NO ERROR	C1920-100	80681013100
2	A	1	1	9	5	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	1	1	10	6	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	1	1	11	1	C0014                         	15000	150	CALCIUM 500MG/VITAMIN D 200 UNT TAB	NO ERROR	C0014-150	00904546092
2	A	1	1	12	1	H0026                         	6000	60	HEMORRHOIDAL RTL OINT	NO ERROR	H0026-60	00113018816
2	A	1	1	13	1	B0196                         	6000	60	BUSPIRONE HCL 5MG TAB	NO ERROR	B0196-60	71610060453
2	A	1	1	14	1	F0077                         	18000	180	FUROSEMIDE 20MG TAB	NO ERROR	F0077-180	71610063580
2	A	1	1	15	1	G0193                         	6000	60	GABAPENTIN 800MG TAB	NO ERROR	G0193-60	71610077853
2	A	1	1	16	7	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	1	1	17	1	L0564                         	3000	30	LINACLOTIDE 145MCG CAP	NO ERROR	L0564-30	00456120130
2	A	1	1	19	1	B0012                         	3000	30	BACITRACIN 500 UNT/GM TOP OINT	NO ERROR	B0012-30	58980001110
2	A	1	1	20	1	C1761                         	6000	60	CAPSAICIN 0.1% CREAM	NO ERROR	C1761-60	69375000660
2	A	1	1	21	8	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	1	1	22	9	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	1	1	23	10	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	1	1	24	11	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	1	1	25	12	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	2	1	32	1	G0103                         	6000	60	GABAPENTIN 100MG CAP	NO ERROR	G0103-60	71610075653
2	A	2	1	33	1	T0093                         	1500	15	TRIAMCINOLONE ACETONIDE 0.1% CREAM	NO ERROR	T0093-15	45802006435
2	A	2	1	34	4	D0924                         	3000	30	DULOXETINE HCL 60MG EC CAP	NO ERROR	D0924-30	51407081930
2	A	2	1	35	5	D0924                         	3000	30	DULOXETINE HCL 60MG EC CAP	NO ERROR	D0924-30	51407081930
2	A	2	1	36	1	M0269                         	4500	45	METRONIDAZOLE 0.75% TOP CREAM	NO ERROR	M0269-45	00168032346
2	A	2	1	37	1	S0036                         	1500	15	SODIUM CHLORIDE, HYPERTONIC, 5% EYE DROPS	NO ERROR	S0036-15	00536125494
2	A	2	1	38	1	F0078                         	4500	45	FUROSEMIDE 40MG TAB	NO ERROR	F0078-45	71610063445
2	A	2	1	39	1	A0737                         	14000	140	AMMONIUM LACTATE 12% CREAM	EMPTY LANE	A0737-140	00904598348
2	A	2	1	40	13	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	2	1	41	1	M0865                         	10000	100	MULTIVIT W/MINERALS,PRENATAL CAP/TAB	NO ERROR	M0865-100	00904531360
2	A	2	1	42	1	B0195                         	18000	180	BUSPIRONE HCL 10MG TAB	NO ERROR	B0195-180	71610059680
2	A	2	1	43	1	C0099                         	1500	15	CARBAMIDE PEROXIDE 6.5% OTIC SOLN	EMPTY LANE	C0099-15	Not in Stock
2	A	2	1	44	1	U0004                         	3000	30	UREA 40% CREAM	NO ERROR	U0004-30	50268087228
2	A	2	1	45	1	P0572                         	3000	30	PANTOPRAZOLE NA 40MG EC TAB	EMPTY LANE	P0572-30	71610065330
2	A	2	1	46	1	R0312                         	900	9	RIZATRIPTAN 10MG DISINTEGRATE TAB	EMPTY LANE	R0312-9	Not in Stock
2	A	2	1	47	1	D0025                         	1500	15	DESONIDE 0.05% CREAM	NO ERROR	D0025-15	00472080415
2	A	2	1	48	1	F0038                         	6000	60	FLUOCINONIDE 0.05% OINT	NO ERROR	F0038-60	51672126403
2	A	2	1	49	1	H0062                         	3000	30	HYDROCORTISONE 2.5% OINT	NO ERROR	H0062-30	Not in Stock
2	A	2	1	50	1	A0448                         	4500	45	ATENOLOL 25MG TAB	EMPTY LANE	A0448-45	71610065845
2	A	2	1	51	1	G0014                         	4500	45	GLIPIZIDE 5MG TAB	NO ERROR	G0014-45	71610068045
2	A	2	1	52	1	M0261                         	6000	60	METFORMIN HCL 500MG TAB	NO ERROR	M0261-60	43353098253
2	A	2	1	53	1	S0164                         	100	1	SODIUM CHLORIDE 5% OPH OINT	NO ERROR	S0164-1	00536125391
2	A	2	1	54	1	T0372                         	3000	30	TIZANIDINE HCL 4MG TAB	NO ERROR	T0372-30	71610077630
2	A	2	1	55	1	I0006                         	27000	270	IBUPROFEN 800MG TAB	NO ERROR	I0006-270	71610064692
2	A	2	1	56	14	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	2	1	57	15	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	3	1	64	1	N0013	18000	180	NAPROXEN 500MG TAB	EMPTY LANE	N0013-180	71610059780
2	A	3	1	65	1	M0252	4500	45	METOPROLOL SUCCINATE 200MG SA TAB	EMPTY LANE	M0252-45	71610057345
2	A	3	1	66	1	H0083	9000	90	HYDROXYZINE HCL 25MG TAB	EMPTY LANE	H0083-90	71610073560
2	A	3	1	67	1	N0095	6000	60	NYSTATIN 100000 UNT/ML SUSP	EMPTY LANE	N0095-60	00121086802
2	A	3	1	68	1	V0111	9000	90	VALSARTAN 160MG TAB	NO ERROR	V0111-90	42291085890
2	A	3	1	69	1	P0615	27000	270	POTASSIUM CL 20MEQ SA TAB (DISPERSIBLE)	EMPTY LANE	P0615-270	71610034392
2	A	3	1	70	1	N0091	1500	15	NYSTATIN 100000 UNT/GM OINT	NO ERROR	N0091-15	45802004835
2	A	3	1	71	1	B0302	500	5	BRIMONIDINE TARTRATE 0.2% OPH SOLN	NO ERROR	B0302-5	61314014305
2	A	3	1	72	1	L0841	10000	100	LACTOBACILLUS ACIDOPHILUS TAB	EMPTY LANE	L0841-100	Not in Stock
2	A	3	1	73	1	M0651	100	1	MOMETASONE FUROATE 220MCG ORAL INHL 60	EMPTY LANE	M0651-1	78206011402
2	A	3	1	74	1	M0087	18000	180	METOPROLOL TARTRATE 50MG TAB	JAM LANE	M0087-180	71610056580
2	A	3	1	75	1	G0104	27000	270	GABAPENTIN 300MG CAP	NO ERROR	G0104-270	72865025327
2	A	3	1	76	1	T1037	10000	100	THIAMINE 100MG TAB	NO ERROR	T1037-100	80681009800
2	A	3	1	77	1	T0774	6000	60	TICAGRELOR 90MG TAB	NO ERROR	T0774-60	00186077760
2	A	3	1	78	1	H0350	3000	30	HYDROCORTISONE 2.5% RTL CRM W/APPLICATOR	EMPTY LANE	H0350-30	10631040701
2	A	3	1	79	1	P0287	1000	10	PREDNISOLONE ACETATE 1% OPH SUSP	NO ERROR	P0287-10	60758011910
2	A	3	1	80	1	N0437	7200	72	NICOTINE POLACRILEX 2MG LOZENGE	NO ERROR	N0437-72	45802034405
2	A	3	1	81	160	SPARES1                       	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	3	1	82	1	S0263	9000	90	SIMVASTATIN 80MG TAB	NO ERROR	S0263-90	24658050490
2	A	3	1	83	1	M0449	6000	60	METFORMIN HCL 1000MG TAB	EMPTY LANE	M0449-60	43353098253
2	A	3	1	84	1	C1526	10000	100	CALCIUM 500MG (CA CARB-1.25GM) TAB	EMPTY LANE	C1526-100	54629068301
2	A	3	1	85	1	P0178	10000	100	PYRIDOXINE HCL 50MG TAB	NO ERROR	P0178-100	10006070012
2	A	3	1	86	1	F0284	10000	100	FERROUS GLUCONATE 324-325MG TAB UD	EMPTY LANE	F0284-100	20555001900
2	A	3	1	87	1	H0060	3000	30	HYDROCORTISONE 2.5% CREAM	EMPTY LANE	H0060-30	00472033730
2	A	3	1	88	16	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	3	1	89	17	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	JAM LANE	SPARES1-1	#N/A
2	A	4	1	96	1	C0325	6000	60	CYCLOBENZAPRINE HCL 10MG TAB	NO ERROR	C0325-60	42291015460
2	A	4	1	97	1	A0738	9000	90	ATORVASTATIN CALCIUM 10MG TAB	NO ERROR	A0738-90	77771045190
2	A	4	1	98	1	O0207	18000	180	OMEPRAZOLE 40MG EC CAP	EMPTY LANE	O0207-180	71610068880
2	A	4	1	99	1	M0515	9000	90	MELOXICAM 7.5MG TAB	NO ERROR	M0515-90	72865013790
2	A	4	1	100	1	N0462	9000	90	NIFEDIPINE (EQV-CC) 30MG SA TAB	NO ERROR	N0462-90	71610084160
2	A	4	1	101	1	F0036	6000	60	FLUOCINONIDE 0.05% CREAM	NO ERROR	F0036-60	69238153406
2	A	4	1	102	1	T0241	500	5	TIMOLOL MALEATE 0.5% OPH GEL	NO ERROR	T0241-5	61314022505
2	A	4	1	103	1	H0049	4500	45	HYDROCHLOROTHIAZIDE 50MG TAB	EMPTY LANE	H0049-45	71610047145
2	A	4	1	104	1	S0014	9000	90	SERTRALINE HCL 50MG TAB	NO ERROR	S0014-90	76282021390
2	A	4	1	105	1	P0175	10000	100	PYRIDOSTIGMINE BROMIDE 60MG TAB	NO ERROR	P0175-100	62559047001
2	A	4	1	106	1	F0049	3000	30	FLUOXETINE HCL 20MG CAP	NO ERROR	F0049-30	71610069930
2	A	4	1	107	1	G0003	18000	180	GEMFIBROZIL 600MG TAB	EMPTY LANE	G0003-180	24658026018
2	A	4	1	108	1	T0078	18000	180	TRAZODONE HCL 100MG TAB	EMPTY LANE	T0078-180	71610053080
2	A	4	1	109	1	A0449	9000	90	ATENOLOL 50MG TAB	NO ERROR	A0449-90	60429002590
2	A	4	1	110	1	P0099	9000	90	PRAZOSIN HCL 1MG CAP	EMPTY LANE	P0099-90	71610069360
2	A	4	1	111	1	N0013	6000	60	NAPROXEN 500MG TAB	EMPTY LANE	N0013-60	71610059753
2	A	4	1	112	1	A1501	10000	100	CREON 12,000UNIT EC CAP	EMPTY LANE	A1501-100	00032121201
2	A	4	1	113	1	L0159	3000	30	LOSARTAN 25MG TAB	NO ERROR	L0159-30	72865014130
2	A	4	1	114	1	O0189	12000	120	OMEGA-3-ACID ETHYL ESTERS 1000MG CAP	NO ERROR	O0189-120	51407076312
2	A	4	1	115	1	L0825	9000	90	LEVOTHYROXINE NA (SYNTHROID) 200MCG TAB	JAM LANE	L0825-90	00074714890
2	A	4	1	116	1	M0297	9000	90	MIRTAZAPINE 15MG TAB	NO ERROR	M0297-90	71610071760
2	A	4	1	117	1	G0192	27000	270	GABAPENTIN 600MG TAB	NO ERROR	G0192-270	71610077792
2	A	4	1	118	1	H0049	9000	90	HYDROCHLOROTHIAZIDE 50MG TAB	NO ERROR	H0049-90	51407033290
2	A	4	1	119	1	C1285	6000	60	CALCIUM 600MG/VITAMIN D 400UNIT TAB	NO ERROR	C1285-60	80681002900
2	A	4	1	120	1	475	500	5	BRIMONIDINE TARTRATE 0.15% OPH SOLN	EMPTY LANE	475-5	#N/A
2	A	4	1	121	18	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	5	1	0	1	D0922	6000	60	DULOXETINE HCL 20MG EC CAP	EMPTY LANE	D0922-60	51407081760
2	A	5	1	1	1	D0592	10000	100	DOCUSATE NA 50MG/SENNOSIDES 8.6MG TAB	JAM LANE	D0592-100	00536124801
2	A	5	1	2	1	L0819	9000	90	LEVOTHYROXINE NA (SYNTHROID) 100MCG TAB	NO ERROR	L0819-90	00074662490
2	A	5	1	3	1	P0298	39000	390	PSYLLIUM ORAL PWD	EMPTY LANE	P0298-390	80681009600
2	A	5	1	4	19	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	5	1	5	1	F0049	6000	60	FLUOXETINE HCL 20MG CAP	EMPTY LANE	F0049-60	71610069960
2	A	5	1	6	1	G0268	1500	15	GLYCERIN/H-MELLOSE/POLY GLYCOL OPH SOLN	EMPTY LANE	G0268-15	Not in Stock
2	A	5	1	7	1	M0263	18000	180	METFORMIN HCL 850MG TAB	EMPTY LANE	M0263-180	43353008280
2	A	5	1	8	1	R0312	1800	18	RIZATRIPTAN 10MG DISINTEGRATE TAB	EMPTY LANE	R0312-18	51407068018
2	A	5	1	9	1	T0093	8000	80	TRIAMCINOLONE ACETONIDE 0.1% CREAM	NO ERROR	T0093-80	45802006436
2	A	5	1	10	1	XJ514	100	1	GLUCOSE SENSOR FREESTYLE LIBRE 14 DAY	NO ERROR	XJ514-1	57599000101
2	A	5	1	11	1	B0585	3000	30	BUPROPION HCL 150MG 24HR SA TAB	NO ERROR	B0585-30	77771014430
2	A	5	1	12	1	T0078	3000	30	TRAZODONE HCL 100MG TAB	NO ERROR	T0078-30	71610053030
2	A	5	1	13	1	C0325	3000	30	CYCLOBENZAPRINE HCL 10MG TAB	NO ERROR	C0325-30	42291015430
2	A	5	1	14	1	M1013	9000	90	METFORMIN HCL 500MG 24HR SA TAB	NO ERROR	M1013-90	71610061360
2	A	5	1	15	1	G0103	9000	90	GABAPENTIN 100MG CAP	NO ERROR	G0103-90	72865025290
2	A	5	1	16	1	I0006	9000	90	IBUPROFEN 800MG TAB	NO ERROR	I0006-90	71610064660
2	A	5	1	17	1	A0740	1500	15	ATORVASTATIN CALCIUM 40MG TAB	NO ERROR	A0740-15	71610074515
2	A	5	1	18	1	M0297	3000	30	MIRTAZAPINE 15MG TAB	NO ERROR	M0297-30	60505024701
2	A	5	1	19	1	G0105	27000	270	GABAPENTIN 400MG CAP	NO ERROR	G0105-270	72865025427
2	A	5	1	20	1	F0078	3000	30	FUROSEMIDE 40MG TAB	NO ERROR	F0078-30	71610063430
2	A	5	1	21	1	S0013	1500	15	SERTRALINE HCL 100MG TAB	NO ERROR	S0013-15	71610076915
2	A	5	1	22	1	A0414	10000	100	ASPIRIN 325MG EC TAB	NO ERROR	A0414-100	54738011101
2	A	5	1	23	1	Z0112	10000	100	ZINC 50MG (FROM SULFATE) CAP	NO ERROR	Z0112-100	80681013500
2	A	5	1	24	20	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	5	1	25	21	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	6	1	32	1	C0325	27000	270	CYCLOBENZAPRINE HCL 10MG TAB	NO ERROR	C0325-270	42291015427
2	A	6	1	33	1	C0063	6000	60	CAPSAICIN 0.025% CREAM	NO ERROR	C0063-60	50268019560
2	A	6	1	34	1	F0077                         	9000	90	FUROSEMIDE 20MG TAB	NO ERROR	F0077-90	42291046890
2	A	6	1	35	1	C1916	10000	100	CHOLECALCIFEROL 10MCG (D3-400UNIT) TAB	NO ERROR	C1916-100	54629001162
2	A	6	1	36	1	L0045	18000	180	LISINOPRIL 40MG TAB	NO ERROR	L0045-180	76282073318
2	A	6	1	37	1	C0671	5000	50	CLOBETASOL PROPIONATE 0.05% TOP SOLN	NO ERROR	C0671-50	51407073750
2	A	6	1	38	1	P1186	3000	30	PLECANATIDE 3MG ORAL TAB	NO ERROR	P1186-30	65649000330
2	A	6	1	39	1	L0043	9000	90	LISINOPRIL 10MG TAB	NO ERROR	L0043-90	76282073090
2	A	6	1	40	1	S0019	10000	100	SIMETHICONE 80MG CHEW TAB	NO ERROR	S0019-100	54738051801
2	A	6	1	41	1	P0100	9000	90	PRAZOSIN HCL 2MG CAP	NO ERROR	P0100-90	71610069460
2	A	6	1	42	1	N0057	10000	100	NITROGLYCERIN 0.4MG SL TAB	NO ERROR	N0057-100	60429084001
2	A	6	1	43	1	A1126	3000	30	ATORVASTATIN CALCIUM 80MG TAB	NO ERROR	A1126-30	71610074630
2	A	6	1	44	1	A0382	10000	100	ASCORBIC ACID 250MG TAB	NO ERROR	A0382-100	54629066901
2	A	6	1	45	1	A0449	4500	45	ATENOLOL 50MG TAB	NO ERROR	A0449-45	43353083445
2	A	6	1	46	1	G0104	3000	30	GABAPENTIN 300MG CAP	NO ERROR	G0104-30	72865025330
2	A	6	1	47	1	N0501	1400	14	NICOTINE 14MG/24HR PATCH	NO ERROR	N0501-14	60429044414
2	A	6	1	48	1	F0221	10000	100	FERROUS SO4 325MG TAB UD	NO ERROR	F0221-100	00904759182
2	A	6	1	49	1	C0242	9000	90	CHLORTHALIDONE 25MG TAB	NO ERROR	C0242-90	71610068260
2	A	6	1	50	1	T0322	9000	90	TERAZOSIN HCL 2MG CAP	NO ERROR	T0322-90	71610072060
2	A	6	1	51	1	V0335	10000	100	VITAMIN E 180MG (400UNIT) CAP	NO ERROR	V0335-100	54629040001
2	A	6	1	52	1	A1126	1500	15	ATORVASTATIN CALCIUM 80MG TAB	EMPTY LANE	A1126-15	71610074615
2	A	6	1	53	1	C0300	3000	30	CLOTRIMAZOLE 1% TOP SOLN	NO ERROR	C0300-30	10135067181
2	A	6	1	54	1	T0081	6000	60	TRAZODONE HCL 50MG TAB	NO ERROR	T0081-60	71610052553
2	A	6	1	55	1	O0361	100	1	OLODATEROL 2.5MCG/ATUAT 60D ORAL INHL	NO ERROR	O0361-1	00597019261
2	A	6	1	56	22	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	6	1	57	23	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	7	1	64	1	G0193                         	9000	90	GABAPENTIN 800MG TAB	NO ERROR	G0193-90	77771017890
2	A	7	1	65	1	F0071                         	9000	90	FOLIC ACID 1MG TAB	NO ERROR	F0071-90	71610054560
2	A	7	1	66	1	B0586                         	9000	90	BUPROPION HCL 300MG 24HR SA TAB	EMPTY LANE	B0586-90	77771014590
2	A	7	1	67	1	P0615                         	1500	15	POTASSIUM CL 20MEQ SA TAB (DISPERSIBLE)	NO ERROR	P0615-15	71610034315
2	A	7	1	68	1	S0034                         	10000	100	POTASSIUM CL 20MEQ SA TAB (DISPERSIBLE)	NO ERROR	S0034-100	10135078301
2	A	7	1	69	1	H0083                         	18000	180	HYDROXYZINE HCL 25MG TAB	NO ERROR	H0083-180	71610073580
2	A	7	1	70	1	P0919                         	3000	30	PRASUGREL HCL 10MG TAB	JAM LANE	P0919-30	51407044530
2	A	7	1	71	1	HO125                         	18000	180	HCTZ 12.5/LISINOPRIL 20MG TAB	NO ERROR	HO125-180	#N/A
2	A	7	1	72	1	CO279                         	6000	60	CLOBETASOL PROPIONATE 0.05% CREAM	NO ERROR	CO279-60	#N/A
2	A	7	1	73	1	A1139                         	3000	30	ARIPIPRAZOLE 20MG TAB	NO ERROR	A1139-30	72865018430
2	A	7	1	74	1	C1526                         	6000	60	CALCIUM 500MG (CA CARB 1.25GM) TAB	EMPTY LANE	C1526-60	80681005800
2	A	7	1	75	1	T0056                         	500	5	TIMOLOL MALEATE 0.5% OPH SOLN	EMPTY LANE	T0056-5	61314022705
2	A	7	1	76	1	P0615                         	4500	45	POTASSIUM CL 20MEQ SA TAB (DISPERSIBLE)	NO ERROR	P0615-45	71610034345
2	A	7	1	77	1	T0323                         	9000	90	TERAZOSIN HCL 5MG CAP	NO ERROR	T0323-90	71610078660
2	A	7	1	78	1	D1052                         	9000	90	DILTIAZEM (EQV-TIAZAC) 240MG 24HR CAP	NO ERROR	D1052-90	68682036990
2	A	7	1	79	1	POO84                         	3000	30	POTASSIUM CHLORIDE 20MEQ /PKT ORAL PWD	NO ERROR	POO84-30	#N/A
2	A	7	1	80	1	G0013                         	18000	180	GLIPIZIDE 10MG TAB	NO ERROR	G0013-180	71610066880
2	A	7	1	81	1	M1013                         	18000	180	METFORMIN HCL 500MG 24HR SA TAB	NO ERROR	M1013-180	71610061380
2	A	7	1	82	1	B0195                         	9000	90	BUSPIRONE HCL 10MG TAB	NO ERROR	B0195-90	71610059660
2	A	7	1	83	1	T0056                         	1000	10	TIMOLOL MALEATE 0.5% OPH SOLN	EMPTY LANE	T0056-10	Not in Stock
2	A	7	1	84	1	M0524                         	10000	100	MULTIVITS W/MINERALS TAB/CAP (NO VIT K)	EMPTY LANE	M0524-100	54629007501
2	A	7	1	85	1	P0615                         	18000	180	POTASSIUM CL 20MEQ SA TAB (DISPERISBLE)	EMPTY LANE	P0615-180	71610034380
2	A	7	1	86	1	A1662                         	100	1	ALBUTEROL 100/IPRATRO 20MCG 120D PO INHL	NO ERROR	A1662-1	00597002402
2	A	7	1	87	1	C0014                         	6000	60	CALCIUM 500MG/VITAMIN D 200 UNIT TABL	NO ERROR	C0014-60	00904546052
2	A	7	1	88	24	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	7	9	89	158	SPARES1                       	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	8	1	96	25	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	8	1	97	1	T0572	100	1	TIOTROPIUM 18MCG INHL CAP 30	NO ERROR	T0572-1	00597007541
2	A	8	1	98	1	C0017	10000	100	CALCIUM 250MG/VITAMIN D 125 UNT TAB	EMPTY LANE	C0017-100	00904188260
2	A	8	1	99	1	G0192	12000	120	GABAPENTIN 600MG TAB	NO ERROR	G0192-120	71610077770
2	A	8	1	100	1	D1042	9000	90	DILTIAZEM (EQV-TIAZAC) 120MG 24HR CAP	NO ERROR	D1042-90	68682036790
2	A	8	1	101	1	F0049	27000	270	FLUOXETINE HCL 20MG CAP	NO ERROR	F0049-270	71610069992
2	A	8	1	102	1	M0252	9000	90	METOPROLOL SUCCINATE 200MG SA TAB	NO ERROR	M0252-90	71610057360
2	A	8	1	103	1	C0740	18000	180	CARVEDILOL 25MG TAB	NO ERROR	C0740-180	71610006780
2	A	8	1	104	1	E0350	9000	90	ESCITALOPRAM OXALATE 20MG TAB	NO ERROR	E0350-90	76282025190
2	A	8	1	105	1	F0285	100	1	FLUTICAS 100/SALMETEROL 50 INHL DISK 60	NO ERROR	F0285-1	00378932032
2	A	8	1	106	1	M0823	8500	85	MENTHOL/M-SALICYLATE 16-30% TOP CREAM	EMPTY LANE	M0823-85	41167000881
2	A	8	1	107	1	S0022	9000	90	SIMVASTATIN 40MG TAB	NO ERROR	S0022-90	24658050390
2	A	8	1	108	1	P0615	6000	60	POTASSIUM CL 20MEQ SA TAB (DISPERSIBLE)	NO ERROR	P0615-60	71610034353
2	A	8	1	109	1	S0165	12000	120	SELENIUM SULFIDE 2.5% LOTION/SHAMPOO	NO ERROR	S0165-120	45802004064
2	A	8	1	110	1	S0174	200	2	SUMATRIPTAN 6MG/0.5ML INJ SYRINGE 0.5ML	EMPTY LANE	S0174-2	72603014102
2	A	8	1	111	1	S0019	400	4	SIMETHICONE 80MG CHEW TAB	NO ERROR	S0019-4	71610060704
2	A	8	1	112	1	S0379	6000	60	SODIUM FLUORIDE 1.1% (FL 0.5%) DENT GEL	EMPTY LANE	S0379-60	50268073356
2	A	8	1	113	1	P0082	18000	180	POTASSIUM CHLORIDE 10MEQ SA TAB	NO ERROR	P0082-180	71610034980
2	A	8	1	114	1	C0784	3000	30	CLOPIDOGREL BISULFATE 75MG TAB	NO ERROR	C0784-30	77771012430
2	A	8	1	115	1	C0054	9000	90	CALCIUM POLYCARBOPHIL 625MG TAB	EMPTY LANE	C0054-90	00904250091
2	A	8	1	116	1	A0547	4500	45	AMLODIPINE BESYLATE 5MG TAB	NO ERROR	A0547-45	71610072245
2	A	8	1	117	1	P0587	1200	12	PHENYLEPHRINE HCL 0.25% RTL SUPP	NO ERROR	P0587-12	00536118612
2	A	8	1	118	1	T0097	1500	15	TRIAMCINOLONE ACETONIDE 0.5% CREAM	NO ERROR	T0097-15	00168000215
2	A	8	1	119	1	G0192	13500	135	GABAPENTIN 600MG TAB	NO ERROR	G0192-135	71610077773
2	A	8	1	120	26	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	8	1	121	27	SPARES1	100	1	SPARE LANE STANDARD DISPENSER 1	EMPTY LANE	SPARES1-1	#N/A
2	A	9	1	0	1	A1679	6000	60	APIXABAN 2.5MG TAB	NO ERROR	A1679-60	00003089321
2	A	9	1	1	1	S0022	4500	45	SIMVASTATIN 40MG TAB	NO ERROR	S0022-45	71610061045
2	A	9	1	2	1	S0026	100	1	PHOSPHATES ENEMA	NO ERROR	S0026-1	00536741551
2	A	9	1	3	1	G0104	54000	540	GABAPENTIN 300MG CAP	NO ERROR	G0104-540	71610075398
2	A	9	1	4	1	F0049	12000	120	FLUOXETINE HCL 20MG CAP	NO ERROR	F0049-120	71610069970
2	A	9	1	5	1	M0616	3000	30	METOPROLOL TARTRATE 25MG TAB	NO ERROR	M0616-30	71610055630
2	A	9	1	6	1	M0913	6000	60	MULTIVITS W/MINERALS CAP/TAB (NO IRON)	NO ERROR	M0913-60	80681011200
2	A	9	1	7	1	M0967	3000	30	MIRABEGRON 25MG SA TAB	NO ERROR	M0967-30	00469260130
2	A	9	1	8	1	P0082	3000	30	POTASSIUM CHLORIDE 10MEQ SA TAB	NO ERROR	P0082-30	71610034930
2	A	9	1	9	1	G0193	4500	45	GABAPENTIN 800MG TAB	NO ERROR	G0193-45	71610077845
2	A	9	1	10	1	B0136	4500	45	BETAMETHASONE DIPROPIONATE 0.05% OINT	NO ERROR	B0136-45	45802050584
2	A	9	1	11	1	N0438	7200	72	NICOTINE POLACRILEX 4MG LOZENGE	NO ERROR	N0438-72	45802087305
2	A	9	1	12	1	F0041	500	5	FLUOROMETHOLONE 0.1% OPH SUSP	NO ERROR	F0041-5	60758088005
2	A	9	1	13	1	B0655	500	5	BIMATOPROST 0.01% OPH SOLN	NO ERROR	B0655-5	00023320505
